text,label
Perfect—thanks again. ✅,conversational
"Got what I needed, thanks.",conversational
All good—thanks! 🙌,conversational
"That answers my question, appreciate it. ✅",conversational
"Thanks, have a great day! ✅",conversational
Thanks again for your support. ✨,conversational
"Got what I needed, thanks. ✅",conversational
All good—thanks!,conversational
"Thanks, have a great day!",conversational
You’ve been very helpful.,conversational
You’ve been very helpful. 🙂,conversational
See you later. ✅,conversational
Much appreciated.,conversational
"Lovely, appreciate it. 👍",conversational
"Got what I needed, thanks.",conversational
Hello there 👋 ✅,conversational
Perfect—thanks again.,conversational
Good evening!,conversational
"Lovely, appreciate it. 🙏",conversational
Cool—makes sense.,conversational
Thanks for the info! 🙏,conversational
Much appreciated. ✅,conversational
"You’re awesome, thanks!",conversational
"Sweet, that works. ✅",conversational
Much appreciated.,conversational
Cheers!,conversational
Thanks for the quick response! 🫶,conversational
"That answers my question, appreciate it. 🙂",conversational
Good morning!,conversational
Thanks for the quick response!,conversational
"Sweet, that works.",conversational
Thanks for the quick response! ✨,conversational
All good—thanks!,conversational
Thanks again for your support.,conversational
Cool—makes sense.,conversational
Hey team!,conversational
Thanks again for your support.,conversational
"Perfect, thanks!",conversational
Much appreciated. 🙌,conversational
Hey team!,conversational
See you later.,conversational
"Awesome, cheers! ✅",conversational
"That helps a lot, thanks!",conversational
"Perfect, thanks!",conversational
Hello there 👋,conversational
See you later.,conversational
Cheers! 🙏,conversational
Cool—makes sense. ✨,conversational
"Awesome, cheers!",conversational
"Lovely, appreciate it.",conversational
"Great support, thank you. ✅",conversational
Good morning!,conversational
"Great, talk soon. 🙏",conversational
Thanks for the info!,conversational
"That answers my question, appreciate it. ✨",conversational
"Perfect, thanks!",conversational
"Thanks, have a great day!",conversational
"Got what I needed, thanks. 🫶",conversational
Hi!,conversational
"Noted, thank you.",conversational
See you later.,conversational
Hey team! 🫶,conversational
"Thanks, have a great day! 🙂",conversational
Cool—makes sense.,conversational
"Awesome, cheers! 🫶",conversational
See you later. ✨,conversational
"Sweet, that works.",conversational
See you later. 👍,conversational
All good—thanks!,conversational
Hi! 🙂,conversational
Thanks for the quick response!,conversational
"Lovely, appreciate it.",conversational
"That helps a lot, thanks! 👍",conversational
"That helps a lot, thanks!",conversational
Hi!,conversational
"Great, talk soon. ✅",conversational
"Awesome, cheers! 🙏",conversational
Cheers!,conversational
"That helps a lot, thanks!",conversational
"Cool, got it.",conversational
All good—thanks!,conversational
Hello there 👋 🙂,conversational
Thanks for the quick response!,conversational
Perfect—thanks again. 🙏,conversational
"Great support, thank you.",conversational
"Great support, thank you. ✨",conversational
Thanks again for your support.,conversational
Appreciate your help. ✨,conversational
Perfect—thanks again. ✨,conversational
"That helps a lot, thanks!",conversational
Good evening! 🙏,conversational
Much appreciated.,conversational
"Sweet, that works.",conversational
"Great support, thank you.",conversational
"Cool, got it. ✨",conversational
Much appreciated.,conversational
Thanks for the quick response!,conversational
Hey team! 🫶,conversational
Thanks again for your support. 👍,conversational
"Noted, thank you.",conversational
Hello there 👋 ✅,conversational
Thanks for the info! 🫶,conversational
Hey team!,conversational
Thanks for the info!,conversational
Goodbye! 🫶,conversational
Good evening! ✅,conversational
Much appreciated.,conversational
"That answers my question, appreciate it.",conversational
"Awesome, cheers!",conversational
"Great support, thank you. 👍",conversational
"That answers my question, appreciate it.",conversational
Appreciate your help. 🙂,conversational
"That answers my question, appreciate it. 🙂",conversational
Hi!,conversational
"Noted, thank you. 🙏",conversational
Cheers! 👍,conversational
"That helps a lot, thanks! 🙂",conversational
"Great, talk soon. ✅",conversational
"That answers my question, appreciate it.",conversational
"You’re awesome, thanks!",conversational
Thanks for the info! 🙂,conversational
Good morning!,conversational
Thanks for the quick response! 🫶,conversational
"Got what I needed, thanks.",conversational
All good—thanks!,conversational
"Got what I needed, thanks. 🙌",conversational
"That helps a lot, thanks! ✨",conversational
You’ve been very helpful. 🙏,conversational
You’ve been very helpful.,conversational
"Great support, thank you.",conversational
"Got what I needed, thanks.",conversational
"Great support, thank you. 🙌",conversational
"Great support, thank you. 🫶",conversational
Hello there 👋 👍,conversational
Hello there 👋 🫶,conversational
"That helps a lot, thanks! 🙂",conversational
"Sweet, that works.",conversational
"You’re awesome, thanks!",conversational
Appreciate your help.,conversational
Good evening! 🫶,conversational
Hey team! ✨,conversational
Good evening!,conversational
Cool—makes sense. 🙂,conversational
Good morning! ✨,conversational
"That helps a lot, thanks!",conversational
Hi!,conversational
Thanks for the quick response!,conversational
Hi!,conversational
"That answers my question, appreciate it. 🙌",conversational
Cool—makes sense. 🙏,conversational
See you later. ✨,conversational
"Great support, thank you.",conversational
Hey team!,conversational
"Awesome, cheers!",conversational
All good—thanks! 🙌,conversational
Hi! ✨,conversational
Perfect—thanks again.,conversational
Good evening!,conversational
You’ve been very helpful.,conversational
Goodbye!,conversational
Much appreciated. ✨,conversational
Good morning! 🫶,conversational
Goodbye! 🙏,conversational
"Great support, thank you.",conversational
Thanks for the info! ✅,conversational
Hello there 👋,conversational
"That answers my question, appreciate it. ✨",conversational
Much appreciated.,conversational
Thanks for the info!,conversational
"Sweet, that works. ✨",conversational
Thanks again for your support.,conversational
Thanks for the quick response! 🙂,conversational
"Awesome, cheers!",conversational
"Cool, got it.",conversational
Good morning!,conversational
Thanks for the info! ✅,conversational
Perfect—thanks again.,conversational
Hi! 🙂,conversational
Goodbye!,conversational
Hello there 👋,conversational
"You’re awesome, thanks!",conversational
"That answers my question, appreciate it.",conversational
"That answers my question, appreciate it.",conversational
"Perfect, thanks! ✅",conversational
"Cool, got it.",conversational
Hello there 👋,conversational
"Sweet, that works.",conversational
"Sweet, that works.",conversational
"Great, talk soon. ✨",conversational
Thanks for the info! 🙌,conversational
Thanks for the info! 👍,conversational
Perfect—thanks again.,conversational
Thanks again for your support.,conversational
Perfect—thanks again.,conversational
Perfect—thanks again.,conversational
Good evening!,conversational
All good—thanks!,conversational
Good morning!,conversational
Hey team! 🫶,conversational
"Awesome, cheers!",conversational
Goodbye! ✨,conversational
See you later.,conversational
Goodbye!,conversational
All good—thanks! 🙂,conversational
See you later. 🙂,conversational
Good evening! 🫶,conversational
Hey team! 👍,conversational
"Perfect, thanks! 🙌",conversational
You’ve been very helpful.,conversational
Thanks for the quick response! 🫶,conversational
Thanks for the info!,conversational
"Great support, thank you. 🙏",conversational
Good morning! 🙌,conversational
You’ve been very helpful. ✨,conversational
See you later.,conversational
Hey team!,conversational
All good—thanks!,conversational
Cool—makes sense. 🙌,conversational
Thanks for the info! 🙏,conversational
Hey team! 🙌,conversational
"Great, talk soon.",conversational
"Great, talk soon. 🙏",conversational
"Great, talk soon.",conversational
Thanks for the info!,conversational
"Thanks, have a great day! 🙂",conversational
"Perfect, thanks! 🙂",conversational
"Noted, thank you.",conversational
"Great, talk soon. 🫶",conversational
"Perfect, thanks!",conversational
Thanks again for your support.,conversational
"That answers my question, appreciate it. 🙂",conversational
"You’re awesome, thanks! 🙌",conversational
"That answers my question, appreciate it.",conversational
You’ve been very helpful.,conversational
Appreciate your help. 🙂,conversational
Hello there 👋,conversational
"Thanks, have a great day! 👍",conversational
Goodbye!,conversational
"Got what I needed, thanks.",conversational
Hello there 👋 🙂,conversational
You’ve been very helpful.,conversational
Appreciate your help.,conversational
"Sweet, that works.",conversational
Good morning!,conversational
"Awesome, cheers!",conversational
See you later. 🙌,conversational
"Awesome, cheers!",conversational
Goodbye! 🙂,conversational
Remove Levitate 6 from cart.,api_call
Cancel order BROOKS-713513.,api_call
Lookup nearest store to 411001.,api_call
Generate GST invoice for BKIN-476009.,api_call
Verify COD availability for 400001.,api_call
Raise a warranty claim for BROOKS-330533.,api_call
Download invoice for BRIN-190674.,api_call
Start return pickup for BROOKS-392731.,api_call
Schedule re-delivery for BKIN-333210.,api_call
Where is my delivery for BRIN-593515 right now?,api_call
Change delivery address for BROOKS-619344 to Hyderabad 400001.,api_call
Schedule re-delivery for BRIN-239158.,api_call
Start return pickup for BKIN-419644.,api_call
Mark BRIN-837290 as delivered.,api_call
Track my order BKIN-174132.,api_call
Schedule re-delivery for BROOKS-831963.,api_call
Cancel order BKIN-452001.,api_call
Reset password for my account.,api_call
Download invoice for BKIN-170260.,api_call
Download invoice for BRIN-780566.,api_call
Create an account with my email.,api_call
Create an account with my email.,api_call
Download invoice for BKIN-965472.,api_call
Cancel order BRIN-580115.,api_call
Cancel order BRIN-272769.,api_call
Generate GST invoice for BKIN-757746.,api_call
Create an account with my email.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Remove Launch 10 from cart.,api_call
Verify COD availability for 110001.,api_call
Create an account with my email.,api_call
Raise a warranty claim for BKIN-268600.,api_call
Start a size exchange for BRIN-349461.,api_call
Check stock for Ghost 16 Lime UK 8.,api_call
Start a size exchange for BROOKS-570211.,api_call
Track my order BROOKS-623676.,api_call
Download invoice for BKIN-447372.,api_call
Verify COD availability for 400001.,api_call
Download invoice for BRIN-423047.,api_call
Create an account with my email.,api_call
Check stock for Launch 10 Blue UK 10.,api_call
Reset password for my account.,api_call
Create an account with my email.,api_call
Add Divide 4 Blue UK 7 to cart.,api_call
Mark BKIN-535798 as delivered.,api_call
Schedule re-delivery for BRIN-976097.,api_call
Add Cascadia 17 Navy UK 6 to cart.,api_call
Track my order BROOKS-769836.,api_call
Verify COD availability for 700001.,api_call
Add Launch 10 White UK 6 to cart.,api_call
Track my order BRIN-375436.,api_call
Raise a warranty claim for BROOKS-821255.,api_call
Cancel order BKIN-881782.,api_call
Check stock for Ghost Max Black UK 12.,api_call
Check stock for Ghost Max Teal UK 11.,api_call
Start a size exchange for BROOKS-271241.,api_call
Create an account with my email.,api_call
Raise a warranty claim for BRIN-727847.,api_call
Add Divide 4 Lime UK 12 to cart.,api_call
Start a size exchange for BRIN-243601.,api_call
Remove Divide 4 from cart.,api_call
Generate GST invoice for BKIN-743226.,api_call
Mark BRIN-222227 as delivered.,api_call
Create an account with my email.,api_call
Add Glycerin 21 Grey UK 11 to cart.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Change delivery address for BRIN-119719 to Ahmedabad 700001.,api_call
Where is my delivery for BKIN-638421 right now?,api_call
Where is my delivery for BRIN-416298 right now?,api_call
Generate GST invoice for BRIN-803175.,api_call
Check stock for Divide 4 White UK 10.,api_call
Verify COD availability for 560001.,api_call
Generate GST invoice for BROOKS-280117.,api_call
Start return pickup for BROOKS-832045.,api_call
Create an account with my email.,api_call
Remove Glycerin 21 from cart.,api_call
Create an account with my email.,api_call
Change delivery address for BROOKS-397388 to Ahmedabad 682001.,api_call
Download invoice for BROOKS-404704.,api_call
Create an account with my email.,api_call
Cancel order BRIN-250331.,api_call
Raise a warranty claim for BRIN-481377.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Reset password for my account.,api_call
Mark BRIN-228125 as delivered.,api_call
Start a size exchange for BRIN-204441.,api_call
Reset password for my account.,api_call
Cancel order BKIN-888119.,api_call
Start return pickup for BROOKS-629315.,api_call
Where is my delivery for BROOKS-224921 right now?,api_call
Mark BRIN-134455 as delivered.,api_call
Schedule re-delivery for BRIN-427637.,api_call
Download invoice for BKIN-665593.,api_call
Where is my delivery for BROOKS-376185 right now?,api_call
Add Ghost 16 Grey UK 12 to cart.,api_call
Create an account with my email.,api_call
Schedule re-delivery for BROOKS-474725.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Remove Ghost 16 from cart.,api_call
Schedule re-delivery for BKIN-639764.,api_call
Track my order BROOKS-496086.,api_call
Start return pickup for BRIN-824423.,api_call
Lookup nearest store to 500001.,api_call
Download invoice for BRIN-401314.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Cancel order BKIN-940104.,api_call
Cancel order BKIN-963752.,api_call
Download invoice for BROOKS-309795.,api_call
Download invoice for BRIN-119506.,api_call
Mark BROOKS-768914 as delivered.,api_call
Generate GST invoice for BROOKS-584952.,api_call
Schedule re-delivery for BROOKS-434132.,api_call
Add Levitate 6 Navy UK 7 to cart.,api_call
Change delivery address for BRIN-301238 to Bengaluru 500001.,api_call
Download invoice for BROOKS-542519.,api_call
Track my order BROOKS-928028.,api_call
Start return pickup for BRIN-158014.,api_call
Cancel order BROOKS-481088.,api_call
Verify COD availability for 302001.,api_call
Cancel order BRIN-728958.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Mark BROOKS-366659 as delivered.,api_call
Change delivery address for BROOKS-672255 to Kolkata 380001.,api_call
Start a size exchange for BROOKS-598306.,api_call
Where is my delivery for BKIN-927119 right now?,api_call
Create an account with my email.,api_call
Reset password for my account.,api_call
Raise a warranty claim for BROOKS-762021.,api_call
Cancel order BROOKS-593975.,api_call
Raise a warranty claim for BKIN-373646.,api_call
Download invoice for BKIN-442641.,api_call
Mark BKIN-242703 as delivered.,api_call
Verify COD availability for 500001.,api_call
Lookup nearest store to 380001.,api_call
Raise a warranty claim for BKIN-721826.,api_call
Create an account with my email.,api_call
Download invoice for BKIN-741731.,api_call
Raise a warranty claim for BRIN-520515.,api_call
Cancel order BROOKS-278386.,api_call
Mark BKIN-618152 as delivered.,api_call
Check stock for Glycerin 21 Navy UK 12.,api_call
Generate GST invoice for BKIN-326037.,api_call
Start a size exchange for BRIN-404289.,api_call
Create an account with my email.,api_call
Remove Catamount 3 from cart.,api_call
Change delivery address for BKIN-161606 to Bengaluru 411001.,api_call
Lookup nearest store to 560001.,api_call
Lookup nearest store to 411001.,api_call
Raise a warranty claim for BROOKS-278117.,api_call
Cancel order BROOKS-844756.,api_call
Remove Ghost Max from cart.,api_call
Check stock for Ghost Max Navy UK 7.,api_call
Remove Launch 10 from cart.,api_call
Start a size exchange for BRIN-341026.,api_call
Mark BROOKS-221660 as delivered.,api_call
Download invoice for BROOKS-579995.,api_call
Cancel order BRIN-397917.,api_call
Verify COD availability for 302001.,api_call
Cancel order BRIN-905572.,api_call
Change delivery address for BROOKS-491704 to Kochi 400001.,api_call
Cancel order BROOKS-971051.,api_call
Where is my delivery for BKIN-752596 right now?,api_call
Where is my delivery for BKIN-396698 right now?,api_call
Reset password for my account.,api_call
Generate GST invoice for BRIN-507374.,api_call
Start return pickup for BROOKS-871635.,api_call
Change delivery address for BROOKS-637555 to Hyderabad 380001.,api_call
Check stock for Catamount 3 Lime UK 10.,api_call
Raise a warranty claim for BROOKS-761322.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Mark BROOKS-183029 as delivered.,api_call
Add Cascadia 17 Black UK 10 to cart.,api_call
Cancel order BRIN-638354.,api_call
Mark BKIN-855299 as delivered.,api_call
Cancel order BKIN-117058.,api_call
Reset password for my account.,api_call
Mark BKIN-947075 as delivered.,api_call
Cancel order BKIN-733395.,api_call
Reset password for my account.,api_call
Lookup nearest store to 682001.,api_call
Reset password for my account.,api_call
Track my order BKIN-297364.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Mark BRIN-597013 as delivered.,api_call
Mark BROOKS-594392 as delivered.,api_call
Add Ghost Max Black UK 6 to cart.,api_call
Schedule re-delivery for BROOKS-989838.,api_call
Start return pickup for BROOKS-609713.,api_call
Where is my delivery for BKIN-119943 right now?,api_call
Schedule re-delivery for BROOKS-222621.,api_call
Schedule re-delivery for BRIN-269170.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Add Ghost Max Teal UK 12 to cart.,api_call
Raise a warranty claim for BKIN-317273.,api_call
Generate GST invoice for BRIN-735173.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Raise a warranty claim for BRIN-968167.,api_call
Change delivery address for BKIN-337701 to Mumbai 302001.,api_call
Remove Hyperion Max from cart.,api_call
Get order status for BKIN-802006.,api_call
Change delivery address for BRIN-919621 to Kochi 682001.,api_call
Change delivery address for BRIN-760525 to Mumbai 500001.,api_call
Add Adrenaline GTS 23 Grey UK 11 to cart.,api_call
Create an account with my email.,api_call
Track my order BRIN-975365.,api_call
Check stock for Levitate 6 Grey UK 12.,api_call
Get order status for BROOKS-925455.,api_call
Mark BKIN-933206 as delivered.,api_call
Track my order BKIN-945411.,api_call
Reset password for my account.,api_call
Where is my delivery for BKIN-848022 right now?,api_call
Download invoice for BROOKS-856601.,api_call
Lookup nearest store to 380001.,api_call
Create an account with my email.,api_call
Remove Divide 4 from cart.,api_call
Cancel order BKIN-678589.,api_call
Track my order BKIN-721285.,api_call
Change delivery address for BKIN-162857 to Pune 600001.,api_call
Where is my delivery for BKIN-230809 right now?,api_call
Remove Divide 4 from cart.,api_call
Add Catamount 3 White UK 6 to cart.,api_call
Remove Launch 10 from cart.,api_call
Schedule re-delivery for BROOKS-185927.,api_call
Generate GST invoice for BROOKS-181865.,api_call
Check stock for Launch 10 Navy UK 12.,api_call
Raise a warranty claim for BRIN-630354.,api_call
Get order status for BKIN-223792.,api_call
Raise a warranty claim for BKIN-487272.,api_call
Create an account with my email.,api_call
Add Ghost 16 Grey UK 7 to cart.,api_call
Verify COD availability for 600001.,api_call
Start return pickup for BRIN-228270.,api_call
Start return pickup for BKIN-424745.,api_call
Lookup nearest store to 302001.,api_call
Mark BRIN-863220 as delivered.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Cancel order BRIN-841561.,api_call
Download invoice for BRIN-301774.,api_call
Get order status for BRIN-887017.,api_call
Download invoice for BRIN-119895.,api_call
Download invoice for BKIN-435996.,api_call
Track my order BROOKS-558245.,api_call
Check stock for Glycerin 21 Red UK 7.,api_call
Raise a warranty claim for BROOKS-905625.,api_call
Raise a warranty claim for BRIN-744324.,api_call
Reset password for my account.,api_call
Change delivery address for BRIN-312398 to Hyderabad 682001.,api_call
Get order status for BKIN-503752.,api_call
Download invoice for BROOKS-168637.,api_call
Check stock for Divide 4 Grey UK 8.,api_call
Verify COD availability for 302001.,api_call
Download invoice for BRIN-920011.,api_call
Track my order BROOKS-969659.,api_call
Start return pickup for BROOKS-726909.,api_call
Get order status for BROOKS-147694.,api_call
Cancel order BROOKS-832356.,api_call
Generate GST invoice for BKIN-629342.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Start a size exchange for BKIN-102146.,api_call
Raise a warranty claim for BROOKS-682788.,api_call
Cancel order BKIN-132450.,api_call
Lookup nearest store to 560001.,api_call
Generate GST invoice for BROOKS-109818.,api_call
Cancel order BKIN-755608.,api_call
Where is my delivery for BROOKS-616777 right now?,api_call
Reset password for my account.,api_call
Generate GST invoice for BKIN-874703.,api_call
Verify COD availability for 110001.,api_call
Check stock for Cascadia 17 Red UK 11.,api_call
Download invoice for BROOKS-102049.,api_call
Schedule re-delivery for BROOKS-227630.,api_call
Where is my delivery for BKIN-335455 right now?,api_call
Track my order BROOKS-304061.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Add Launch 10 Navy UK 12 to cart.,api_call
Track my order BKIN-935946.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Lookup nearest store to 380001.,api_call
Where is my delivery for BRIN-495727 right now?,api_call
Mark BRIN-416115 as delivered.,api_call
Where is my delivery for BKIN-154738 right now?,api_call
Schedule re-delivery for BRIN-728700.,api_call
Schedule re-delivery for BKIN-749310.,api_call
Remove Ghost 16 from cart.,api_call
Generate GST invoice for BKIN-232101.,api_call
Lookup nearest store to 110001.,api_call
Add Hyperion Max Grey UK 7 to cart.,api_call
Start return pickup for BROOKS-732636.,api_call
Verify COD availability for 560001.,api_call
Create an account with my email.,api_call
Start return pickup for BKIN-825447.,api_call
Add Launch 10 Black UK 9 to cart.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Start return pickup for BKIN-905671.,api_call
Track my order BROOKS-110372.,api_call
Add Ghost 16 Black UK 7 to cart.,api_call
Generate GST invoice for BROOKS-282605.,api_call
Download invoice for BRIN-287214.,api_call
Track my order BKIN-243910.,api_call
Mark BRIN-487596 as delivered.,api_call
Cancel order BRIN-251448.,api_call
Create an account with my email.,api_call
Download invoice for BROOKS-927942.,api_call
Check stock for Launch 10 White UK 11.,api_call
Cancel order BROOKS-929420.,api_call
Get order status for BROOKS-622807.,api_call
Create an account with my email.,api_call
Reset password for my account.,api_call
Mark BRIN-515131 as delivered.,api_call
Raise a warranty claim for BROOKS-366893.,api_call
Mark BKIN-468653 as delivered.,api_call
Lookup nearest store to 380001.,api_call
Start return pickup for BROOKS-386281.,api_call
Check stock for Hyperion Max Blue UK 12.,api_call
Check stock for Ghost Max Black UK 10.,api_call
Generate GST invoice for BROOKS-306198.,api_call
Lookup nearest store to 600001.,api_call
Create an account with my email.,api_call
Reset password for my account.,api_call
Mark BROOKS-930382 as delivered.,api_call
Schedule re-delivery for BRIN-559990.,api_call
Verify COD availability for 380001.,api_call
Schedule re-delivery for BROOKS-819074.,api_call
Track my order BKIN-923507.,api_call
Lookup nearest store to 700001.,api_call
Download invoice for BROOKS-297487.,api_call
Add Glycerin 21 Black UK 12 to cart.,api_call
Lookup nearest store to 500001.,api_call
Generate GST invoice for BRIN-405246.,api_call
Get order status for BRIN-280172.,api_call
Start a size exchange for BKIN-538738.,api_call
Generate GST invoice for BROOKS-553195.,api_call
Generate GST invoice for BKIN-851589.,api_call
Mark BRIN-964637 as delivered.,api_call
Start return pickup for BROOKS-585171.,api_call
Mark BROOKS-834335 as delivered.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Verify COD availability for 500001.,api_call
Download invoice for BROOKS-799040.,api_call
Download invoice for BRIN-486643.,api_call
Mark BRIN-365045 as delivered.,api_call
Cancel order BKIN-828221.,api_call
Generate GST invoice for BROOKS-139609.,api_call
Mark BROOKS-583767 as delivered.,api_call
Mark BRIN-593656 as delivered.,api_call
Change delivery address for BRIN-408433 to Mumbai 302001.,api_call
Track my order BKIN-386525.,api_call
Where is my delivery for BKIN-658155 right now?,api_call
Add Ghost 16 Navy UK 12 to cart.,api_call
Generate GST invoice for BRIN-492843.,api_call
Track my order BRIN-453492.,api_call
Raise a warranty claim for BKIN-275161.,api_call
Remove Levitate 6 from cart.,api_call
Change delivery address for BRIN-324164 to Mumbai 411001.,api_call
Reset password for my account.,api_call
Cancel order BKIN-954678.,api_call
Generate GST invoice for BROOKS-416181.,api_call
Change delivery address for BKIN-440110 to Kolkata 110001.,api_call
Remove Ghost 16 from cart.,api_call
Get order status for BKIN-877848.,api_call
Track my order BKIN-895807.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Generate GST invoice for BRIN-494000.,api_call
Remove Divide 4 from cart.,api_call
Add Levitate 6 White UK 10 to cart.,api_call
Where is my delivery for BKIN-360401 right now?,api_call
Mark BKIN-106336 as delivered.,api_call
Start a size exchange for BRIN-231660.,api_call
Get order status for BRIN-546944.,api_call
Schedule re-delivery for BRIN-735281.,api_call
Generate GST invoice for BROOKS-919240.,api_call
Raise a warranty claim for BROOKS-562816.,api_call
Start a size exchange for BROOKS-120773.,api_call
Download invoice for BRIN-679707.,api_call
Mark BROOKS-493370 as delivered.,api_call
Start a size exchange for BKIN-592053.,api_call
Get order status for BKIN-860579.,api_call
Create an account with my email.,api_call
Change delivery address for BROOKS-693083 to Delhi 500001.,api_call
Create an account with my email.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Lookup nearest store to 600001.,api_call
Change delivery address for BRIN-775699 to Kolkata 700001.,api_call
Generate GST invoice for BROOKS-273878.,api_call
Add Cascadia 17 Lime UK 12 to cart.,api_call
Start a size exchange for BROOKS-885100.,api_call
Start return pickup for BRIN-201576.,api_call
Add Ghost Max Grey UK 11 to cart.,api_call
Start a size exchange for BRIN-610102.,api_call
Generate GST invoice for BRIN-310701.,api_call
Schedule re-delivery for BROOKS-757286.,api_call
Cancel order BROOKS-230738.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Track my order BKIN-710738.,api_call
Lookup nearest store to 380001.,api_call
Schedule re-delivery for BROOKS-488796.,api_call
Reset password for my account.,api_call
Mark BKIN-521326 as delivered.,api_call
Get order status for BROOKS-833232.,api_call
Schedule re-delivery for BKIN-297064.,api_call
Where is my delivery for BKIN-441337 right now?,api_call
Lookup nearest store to 380001.,api_call
Lookup nearest store to 302001.,api_call
Start return pickup for BRIN-415986.,api_call
Start return pickup for BKIN-666931.,api_call
Cancel order BRIN-556018.,api_call
Check stock for Adrenaline GTS 23 Grey UK 10.,api_call
Start return pickup for BRIN-934184.,api_call
Remove Catamount 3 from cart.,api_call
Check stock for Adrenaline GTS 23 Lime UK 11.,api_call
Verify COD availability for 682001.,api_call
Remove Ghost 16 from cart.,api_call
Reset password for my account.,api_call
Reset password for my account.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Where is my delivery for BKIN-435690 right now?,api_call
Verify COD availability for 380001.,api_call
Remove Ghost 16 from cart.,api_call
Start return pickup for BKIN-510840.,api_call
Schedule re-delivery for BKIN-596418.,api_call
Add Catamount 3 Blue UK 7 to cart.,api_call
Remove Launch 10 from cart.,api_call
Start a size exchange for BROOKS-829762.,api_call
Generate GST invoice for BKIN-782872.,api_call
Start a size exchange for BROOKS-547858.,api_call
Raise a warranty claim for BRIN-223047.,api_call
Reset password for my account.,api_call
Lookup nearest store to 400001.,api_call
Mark BROOKS-112166 as delivered.,api_call
Get order status for BRIN-124145.,api_call
Change delivery address for BKIN-289893 to Kolkata 380001.,api_call
Start a size exchange for BRIN-441027.,api_call
Track my order BROOKS-683071.,api_call
Verify COD availability for 500001.,api_call
Lookup nearest store to 302001.,api_call
Where is my delivery for BRIN-703016 right now?,api_call
Where is my delivery for BRIN-230775 right now?,api_call
Track my order BRIN-415201.,api_call
Verify COD availability for 302001.,api_call
Change delivery address for BKIN-959584 to Bengaluru 500001.,api_call
Add Levitate 6 Lime UK 8 to cart.,api_call
Start a size exchange for BKIN-752542.,api_call
Reset password for my account.,api_call
Schedule re-delivery for BKIN-250202.,api_call
Generate GST invoice for BKIN-490219.,api_call
Start a size exchange for BROOKS-926051.,api_call
Check stock for Catamount 3 Blue UK 8.,api_call
Cancel order BROOKS-449718.,api_call
Change delivery address for BROOKS-333020 to Kolkata 400001.,api_call
Add Divide 4 Lime UK 11 to cart.,api_call
Verify COD availability for 682001.,api_call
Remove Divide 4 from cart.,api_call
Verify COD availability for 302001.,api_call
Reset password for my account.,api_call
Lookup nearest store to 110001.,api_call
Mark BKIN-400752 as delivered.,api_call
Cancel order BROOKS-526261.,api_call
Apply coupon RUNHAPPY10 on cart.,api_call
Start return pickup for BRIN-544579.,api_call
Download invoice for BKIN-230748.,api_call
Track my order BKIN-545622.,api_call
Mark BRIN-807287 as delivered.,api_call
Start a size exchange for BKIN-470453.,api_call
Create an account with my email.,api_call
Start return pickup for BROOKS-377611.,api_call
Add Cascadia 17 Teal UK 6 to cart.,api_call
Create an account with my email.,api_call
Track my order BROOKS-857526.,api_call
Schedule re-delivery for BROOKS-307140.,api_call
Change delivery address for BROOKS-107246 to Delhi 600001.,api_call
Create an account with my email.,api_call
Mark BKIN-980130 as delivered.,api_call
Schedule re-delivery for BRIN-476687.,api_call
Start a size exchange for BROOKS-541508.,api_call
Check stock for Launch 10 Grey UK 8.,api_call
Reset password for my account.,api_call
Track my order BRIN-263097.,api_call
Remove Launch 10 from cart.,api_call
Start return pickup for BRIN-897861.,api_call
Get order status for BRIN-361584.,api_call
Schedule re-delivery for BRIN-596912.,api_call
Verify COD availability for 500001.,api_call
Where is my delivery for BROOKS-301512 right now?,api_call
Where is my delivery for BROOKS-527082 right now?,api_call
Schedule re-delivery for BROOKS-164329.,api_call
Check stock for Levitate 6 Lime UK 6.,api_call
Raise a warranty claim for BRIN-100561.,api_call
Check stock for Hyperion Max Teal UK 8.,api_call
Remove Divide 4 from cart.,api_call
Create an account with my email.,api_call
Check stock for Adrenaline GTS 23 Grey UK 11.,api_call
Lookup nearest store to 500001.,api_call
Cancel order BKIN-749079.,api_call
Start a size exchange for BRIN-234041.,api_call
Download invoice for BROOKS-483791.,api_call
